LAD 2021 Code,LAD 2021 Name,LSOA 2021 Code,LSOA 2021 Name,LA Name,Total,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90
E06000015,Derby,E01013495,Derby 027D,Derby,"1,006",16,8,20,14,14,11,14,12,10,17,10,15,10,13,6,12,4,12,10,7,15,12,11,14,10,20,14,8,9,16,9,12,15,14,14,7,13,20,14,22,13,10,16,16,12,10,11,12,11,11,19,13,12,16,12,14,12,10,12,20,17,18,5,11,14,10,13,10,8,5,8,6,9,3,5,10,7,8,5,4,4,7,5,6,6,8,4,7,5,5,7
E06000015,Derby,E01013496,Derby 028A,Derby,810,6,10,8,9,17,5,7,11,10,10,6,14,7,10,10,11,11,12,12,7,8,9,13,10,8,5,11,7,12,8,11,12,10,15,12,17,6,8,11,13,17,9,9,14,5,6,11,8,3,8,12,15,15,8,16,9,16,11,12,9,7,7,9,14,4,16,9,11,10,5,9,9,16,12,6,5,9,6,3,8,3,4,1,3,1,2,1,2,1,1,4
E06000015,Derby,E01013497,Derby 026B,Derby,972,13,8,15,10,9,20,22,12,28,20,12,11,16,13,18,20,7,22,13,11,19,11,14,13,12,7,8,14,12,10,14,12,6,11,11,15,12,8,8,17,10,33,21,26,24,6,8,10,11,11,10,10,8,15,12,8,13,11,9,12,4,10,14,10,8,12,7,6,9,9,8,6,3,9,6,3,5,2,3,5,5,3,5,0,6,0,0,4,0,0,8
E06000015,Derby,E01013498,Derby 028B,Derby,743,9,12,3,11,5,7,9,8,12,7,12,3,5,8,4,5,8,7,5,5,12,4,6,5,9,4,6,5,9,6,15,16,10,17,7,14,8,8,7,9,9,7,3,6,5,9,9,9,8,12,17,15,7,12,8,15,10,10,16,11,5,6,7,12,10,8,4,11,9,6,6,2,5,10,14,8,10,9,10,8,16,9,4,5,3,3,3,3,2,2,13
E06000015,Derby,E01013499,Derby 028C,Derby,786,7,7,6,6,12,10,4,8,6,16,8,11,16,8,6,7,13,13,7,7,15,9,8,12,5,13,2,6,5,9,16,10,9,7,17,9,18,13,4,11,12,10,22,10,6,8,7,7,9,6,9,14,9,10,6,10,11,11,12,19,6,8,10,10,8,6,10,10,6,13,7,7,5,7,11,8,6,4,8,3,3,3,7,4,9,3,2,6,1,0,11
E06000015,Derby,E01013500,Derby 028D,Derby,891,8,8,4,4,6,13,11,8,8,8,12,6,8,9,8,11,15,18,9,13,10,2,4,2,7,5,11,12,10,12,11,13,14,12,14,8,6,11,9,14,13,9,9,10,7,6,7,14,6,12,11,5,11,17,15,14,15,13,10,9,12,14,11,7,8,7,11,9,13,8,11,8,8,10,13,10,20,12,11,12,14,10,10,6,11,5,9,9,1,3,11
E06000015,Derby,E01013501,Derby 028E,Derby,764,12,6,6,13,6,6,5,8,5,6,11,13,15,7,4,6,3,8,6,2,5,6,6,7,7,6,9,7,8,11,10,10,7,7,8,7,4,8,9,6,15,4,5,5,6,10,8,6,13,6,14,6,3,11,11,11,18,15,10,14,22,10,10,7,8,6,8,10,5,9,6,12,12,9,11,18,10,9,15,9,12,7,9,3,5,6,2,4,8,2,13
E06000015,Derby,E01013502,Derby 025E,Derby,788,17,9,11,14,19,13,19,15,18,12,7,11,8,6,10,5,11,7,10,4,10,7,7,5,5,7,11,9,5,8,10,17,9,13,9,15,8,13,12,5,7,20,16,8,9,7,8,9,11,6,10,15,17,13,11,11,14,12,9,12,7,7,10,5,4,3,7,7,8,7,6,5,5,7,7,3,0,5,7,0,5,4,8,3,4,3,4,3,1,1,6
E06000015,Derby,E01013503,Derby 025F,Derby,769,9,11,19,16,13,8,9,9,6,10,11,11,5,5,7,10,5,8,7,8,7,5,3,4,7,8,4,14,9,19,6,15,20,10,17,12,13,19,18,9,15,6,7,10,2,7,5,8,10,4,9,10,5,12,17,13,9,12,14,4,13,8,8,10,6,16,9,8,11,5,5,3,5,10,8,8,1,7,4,4,5,9,3,3,6,1,3,1,1,0,3
E06000015,Derby,E01013504,Derby 026C,Derby,978,23,11,14,9,14,18,13,19,13,18,24,27,18,24,21,14,19,11,22,13,9,5,8,4,6,15,13,11,8,10,13,12,13,14,23,19,15,16,13,10,18,14,12,19,18,15,10,9,14,15,13,8,13,12,4,8,7,12,15,9,9,11,10,5,9,6,9,6,12,8,6,5,4,9,8,4,4,2,3,2,4,5,2,1,2,0,1,1,0,0,3
E06000015,Derby,E01013505,Derby 006A,Derby,758,5,9,7,3,5,8,10,5,13,7,9,12,5,12,9,13,14,7,9,10,6,15,13,3,4,5,7,8,9,10,10,21,10,5,10,9,6,7,9,10,11,7,7,7,12,10,9,14,10,15,9,10,7,10,13,12,12,9,11,15,14,10,10,13,13,3,6,5,14,6,5,11,10,7,2,9,7,12,5,6,2,1,1,1,2,3,0,8,4,2,7
E06000015,Derby,E01013506,Derby 006B,Derby,792,1,2,3,6,4,6,5,10,15,9,3,8,8,5,4,13,12,7,7,12,11,8,10,4,11,5,6,4,8,6,10,6,10,4,7,13,3,7,12,9,10,9,7,9,5,8,9,5,11,10,13,9,8,14,12,14,13,7,10,9,15,7,7,6,7,12,13,8,13,14,14,8,12,15,15,16,12,9,14,15,13,10,9,9,8,2,3,2,2,1,15
E06000015,Derby,E01013507,Derby 012A,Derby,766,3,1,6,6,8,9,3,8,6,8,8,10,11,16,11,11,10,13,4,10,5,9,7,4,10,4,5,6,9,9,13,3,8,9,14,7,7,3,5,12,10,7,8,9,14,6,10,16,8,15,12,13,14,10,19,10,9,15,15,5,12,13,11,9,9,12,16,11,11,10,7,6,9,13,11,8,2,8,4,6,5,2,4,3,1,4,2,5,5,1,10
E06000015,Derby,E01013508,Derby 012B,Derby,681,12,5,7,3,7,12,10,10,11,10,13,6,8,10,17,10,16,19,17,11,6,6,6,10,9,5,6,6,4,3,14,15,14,13,8,11,8,8,7,12,9,6,8,10,7,7,5,5,7,9,15,12,7,6,6,14,7,9,3,8,4,10,5,11,4,3,6,7,4,5,5,3,9,12,6,3,4,3,5,2,3,4,3,2,2,1,1,2,2,0,5
E06000015,Derby,E01013509,Derby 012C,Derby,851,6,7,9,10,5,5,7,8,7,11,10,10,10,16,6,15,4,15,4,7,8,7,11,9,12,11,11,8,7,5,12,8,14,10,8,7,11,14,10,16,9,11,13,9,9,11,19,8,14,10,7,9,12,11,19,11,14,24,11,8,11,14,12,13,12,14,6,5,8,12,7,6,7,11,13,14,9,8,1,9,5,5,6,2,6,4,5,4,0,3,9
E06000015,Derby,E01013510,Derby 012D,Derby,823,7,3,10,11,16,10,13,6,16,12,23,17,14,14,9,8,8,9,3,14,9,12,6,9,8,7,17,12,16,9,11,10,12,9,13,12,13,17,19,12,11,13,14,10,15,7,5,3,5,7,12,15,15,14,12,8,11,10,11,5,12,7,5,8,11,5,6,11,5,5,7,2,6,10,9,7,1,1,2,4,1,4,6,5,4,2,2,5,3,0,8
E06000015,Derby,E01013511,Derby 012E,Derby,783,2,5,8,5,9,13,9,10,9,14,16,8,5,8,12,9,6,2,3,3,8,12,7,6,7,2,4,3,4,3,9,9,12,10,5,8,12,10,12,4,9,11,9,9,8,6,5,10,7,7,11,18,15,13,14,10,10,11,9,11,22,9,11,12,10,9,10,6,15,4,9,10,10,12,13,13,9,14,11,10,5,5,7,4,5,12,3,5,3,1,8
E06000015,Derby,E01013512,Derby 012F,Derby,752,10,8,13,10,14,9,7,8,7,8,8,7,8,9,10,6,11,7,9,9,12,7,5,5,8,12,9,12,9,13,10,13,11,11,18,4,7,7,8,7,6,9,8,7,5,15,16,13,14,8,9,10,10,5,6,21,11,3,10,11,9,9,5,6,3,4,6,6,8,5,6,6,7,6,13,14,5,10,9,7,4,5,4,4,6,1,4,1,1,5,10
E06000015,Derby,E01013513,Derby 006C,Derby,633,5,3,10,7,6,8,11,8,6,12,7,4,11,6,11,10,5,7,5,9,9,10,7,5,5,8,6,5,3,4,6,16,14,8,11,14,6,18,11,12,12,7,11,6,5,5,8,7,7,6,8,12,11,12,9,8,5,6,6,5,8,7,9,8,5,3,5,4,5,4,4,5,5,11,9,9,3,7,5,7,3,4,3,1,1,1,1,4,2,1,4
E06000015,Derby,E01013514,Derby 031A,Derby,735,5,9,3,8,4,5,7,11,7,8,8,8,12,11,8,6,12,6,3,2,6,4,4,4,8,15,10,13,12,8,1,13,6,8,8,6,9,4,13,12,6,8,5,6,7,7,9,7,12,5,8,8,13,16,6,8,15,7,19,10,10,4,11,12,11,7,13,10,9,4,12,8,11,8,7,9,8,1,4,5,6,6,10,11,7,2,7,6,8,3,16
E06000015,Derby,E01013515,Derby 031B,Derby,"1,054",5,9,13,14,8,11,9,13,9,15,18,22,10,18,10,18,16,21,16,4,15,6,15,8,9,3,6,9,7,10,14,18,16,14,13,17,14,16,14,19,15,18,16,21,18,9,17,11,14,21,12,19,18,16,18,10,15,15,19,9,10,17,14,9,11,4,12,4,9,8,13,9,7,8,5,15,8,9,8,6,3,7,1,7,6,1,1,4,4,2,19
E06000015,Derby,E01013517,Derby 030B,Derby,707,3,3,3,2,1,4,4,7,10,7,8,6,8,5,5,9,12,4,6,9,6,4,4,2,5,8,9,6,10,10,6,7,8,2,8,8,9,12,10,2,4,13,11,10,4,6,10,9,2,12,6,7,4,7,7,9,1,5,5,8,11,10,10,12,8,9,8,6,12,12,14,14,16,14,17,15,10,9,15,8,18,6,8,7,5,3,5,5,5,3,20
E06000015,Derby,E01013518,Derby 030C,Derby,747,8,8,8,8,11,5,6,3,7,7,5,7,6,7,6,8,8,9,11,6,5,2,4,6,6,6,6,9,11,10,10,8,12,9,10,5,5,10,6,8,12,6,6,11,9,6,10,9,8,5,8,10,19,10,10,6,10,16,11,9,17,14,3,16,9,10,14,11,8,4,12,6,12,12,7,10,7,9,6,9,11,5,8,3,4,0,6,9,2,4,16
